"loan_id";"account_id";"date";"amount";"duration";"payments";"status"
6534;7542;971019 00:00:00;590820;60;9847.00;"C"
5681;3448;971020 00:00:00;68664;24;2861.00;"C"
6607;7894;971021 00:00:00;153144;36;4254.00;"C"
6242;6097;971022 00:00:00;26208;36;728.00;"C"
7242;11027;971023 00:00:00;48096;24;2004.00;"C"
7277;11231;971024 00:00:00;89280;12;7440.00;"A"
6675;8158;971101 00:00:00;238716;36;6631.00;"C"
5398;2187;971104 00:00:00;53472;12;4456.00;"A"
5956;4725;971104 00:00:00;168264;36;4674.00;"C"
5731;3711;971105 00:00:00;460980;60;7683.00;"D"
6956;9631;971109 00:00:00;59448;24;2477.00;"C"
6437;7052;971109 00:00:00;63972;36;1777.00;"D"
5447;2335;971112 00:00:00;541200;60;9020.00;"D"
5973;4784;971124 00:00:00;219456;48;4572.00;"C"
6075;5267;971126 00:00:00;129312;24;5388.00;"D"
5281;1580;971127 00:00:00;194256;24;8094.00;"C"
5103;666;971128 00:00:00;12540;12;1045.00;"A"
6468;7176;971130 00:00:00;203940;60;3399.00;"C"
7209;10857;971130 00:00:00;385560;60;6426.00;"D"
5584;2986;971206 00:00:00;24792;24;1033.00;"C"
4988;103;971206 00:00:00;265320;36;7370.00;"D"
6502;7424;971208 00:00:00;30276;12;2523.00;"A"
5651;3329;971208 00:00:00;19248;12;1604.00;"A"
4962;25;971208 00:00:00;30276;12;2523.00;"A"
5862;4342;971209 00:00:00;100128;24;4172.00;"C"
7199;10789;971209 00:00:00;45768;12;3814.00;"A"
6727;8505;971210 00:00:00;42840;12;3570.00;"A"
7279;11244;971211 00:00:00;155760;24;6490.00;"C"
6544;7594;971211 00:00:00;130464;48;2718.00;"C"
5933;4631;971213 00:00:00;87528;24;3647.00;"C"
6574;7745;971220 00:00:00;77544;36;2154.00;"C"
6399;6902;971221 00:00:00;49320;36;1370.00;"C"
7187;10711;971224 00:00:00;24180;60;403.00;"C"
6353;6686;971225 00:00:00;116496;24;4854.00;"C"
5043;339;971225 00:00:00;468060;60;7801.00;"C"
5469;2445;971226 00:00:00;293160;60;4886.00;"C"
5976;4794;971227 00:00:00;465504;48;9698.00;"D"
6059;5196;971228 00:00:00;79824;12;6652.00;"A"
5799;4052;971228 00:00:00;106128;36;2948.00;"C"
6147;5602;971228 00:00:00;177504;48;3698.00;"C"
6254;6157;971228 00:00:00;247920;48;5165.00;"C"
7100;10280;971231 00:00:00;348120;60;5802.00;"C"
7147;10478;980102 00:00:00;267600;48;5575.00;"C"
5909;4550;980103 00:00:00;61320;60;1022.00;"C"
7037;10022;980103 00:00:00;218064;48;4543.00;"C"
5782;3953;980104 00:00:00;63576;12;5298.00;"C"
6237;6075;980106 00:00:00;407952;48;8499.00;"D"
6552;7632;980108 00:00:00;170448;48;3551.00;"C"
7067;10134;980111 00:00:00;136368;24;5682.00;"C"
5320;1819;980111 00:00:00;143676;36;3991.00;"C"
5930;4616;980112 00:00:00;66696;24;2779.00;"C"
6486;7240;980115 00:00:00;152160;60;2536.00;"C"
5245;1407;980117 00:00:00;125472;24;5228.00;"C"
6643;8038;980118 00:00:00;35856;24;1494.00;"C"
5260;1480;980119 00:00:00;123300;36;3425.00;"C"
5569;2936;980120 00:00:00;504000;60;8400.00;"C"
7110;10345;980121 00:00:00;31260;12;2605.00;"C"
7139;10445;980122 00:00:00;23412;12;1951.00;"C"
6791;8926;980123 00:00:00;566640;60;9444.00;"C"
5360;2035;980125 00:00:00;176328;36;4898.00;"C"
5287;1638;980126 00:00:00;64224;24;2676.00;"C"
6553;7636;980126 00:00:00;42384;12;3532.00;"C"
7072;10148;980127 00:00:00;22104;12;1842.00;"C"
6044;5133;980127 00:00:00;57060;12;4755.00;"C"
5332;1869;980129 00:00:00;37944;36;1054.00;"C"
6866;9201;980205 00:00:00;122472;24;5103.00;"C"
6633;7997;980205 00:00:00;160656;24;6694.00;"C"
6926;9455;980207 00:00:00;374760;60;6246.00;"C"
6442;7082;980208 00:00:00;194160;48;4045.00;"C"
5889;4456;980209 00:00:00;321240;60;5354.00;"C"
5765;3875;980210 00:00:00;153936;24;6414.00;"C"
5124;785;980212 00:00:00;156096;36;4336.00;"C"
5491;2545;980213 00:00:00;428784;48;8933.00;"C"
6730;8523;980215 00:00:00;93036;12;7753.00;"C"
7151;10493;980218 00:00:00;133800;24;5575.00;"C"
5140;873;980224 00:00:00;178500;60;2975.00;"C"
7171;10650;980224 00:00:00;196224;48;4088.00;"C"
6568;7713;980225 00:00:00;220440;60;3674.00;"C"
6861;9179;980228 00:00:00;215040;60;3584.00;"C"
6855;9153;980301 00:00:00;52236;36;1451.00;"C"
7129;10404;980301 00:00:00;194280;60;3238.00;"C"
5384;2142;980307 00:00:00;23328;12;1944.00;"C"
6859;9167;980307 00:00:00;272220;60;4537.00;"C"
5772;3906;980308 00:00:00;334620;60;5577.00;"C"
5665;3390;980311 00:00:00;40632;12;3386.00;"C"
6495;7274;980312 00:00:00;49044;12;4087.00;"C"
5061;440;980313 00:00:00;84288;48;1756.00;"C"
6948;9560;980315 00:00:00;157068;36;4363.00;"C"
5773;3907;980316 00:00:00;133848;24;5577.00;"C"
6052;5164;980323 00:00:00;22356;36;621.00;"C"
6682;8225;980330 00:00:00;36204;12;3017.00;"D"
6083;5305;980331 00:00:00;240528;48;5011.00;"C"
6962;9646;980402 00:00:00;279072;48;5814.00;"C"
5158;1004;980411 00:00:00;188532;36;5237.00;"C"
6464;7156;980416 00:00:00;49488;24;2062.00;"C"
5172;1083;980416 00:00:00;50976;36;1416.00;"C"
5582;2982;980417 00:00:00;41256;12;3438.00;"C"
6136;5572;980419 00:00:00;140880;60;2348.00;"C"
6235;6062;980419 00:00:00;321360;60;5356.00;"C"
6508;7437;980419 00:00:00;110736;48;2307.00;"C"
4968;38;980419 00:00:00;110736;48;2307.00;"C"
6632;7990;980423 00:00:00;144960;48;3020.00;"C"
7195;10774;980423 00:00:00;339168;48;7066.00;"C"
5525;2720;980427 00:00:00;93888;36;2608.00;"C"
6320;6495;980428 00:00:00;104964;12;8747.00;"C"
6766;8784;980428 00:00:00;74352;24;3098.00;"C"
6872;9227;980429 00:00:00;191580;60;3193.00;"C"
5906;4533;980505 00:00:00;81144;36;2254.00;"C"
7172;10652;980507 00:00:00;45720;12;3810.00;"C"
6571;7733;980512 00:00:00;140064;24;5836.00;"C"
5616;3143;980515 00:00:00;130896;24;5454.00;"C"
6312;6453;980517 00:00:00;10944;36;304.00;"C"
6470;7181;980517 00:00:00;49872;12;4156.00;"C"
5147;938;980521 00:00:00;22260;60;371.00;"C"
5501;2622;980521 00:00:00;136344;24;5681.00;"C"
6436;7049;980522 00:00:00;495180;60;8253.00;"C"
5699;3562;980524 00:00:00;174960;24;7290.00;"C"
5313;1776;980527 00:00:00;43200;24;1800.00;"C"
6234;6061;980528 00:00:00;5148;12;429.00;"C"
6569;7721;980528 00:00:00;45456;12;3788.00;"C"
7202;10812;980529 00:00:00;140688;48;2931.00;"C"
5683;3460;980529 00:00:00;140688;48;2931.00;"C"
5034;303;980530 00:00:00;112752;36;3132.00;"C"
5435;2279;980601 00:00:00;314688;48;6556.00;"C"
5815;4116;980603 00:00:00;151200;36;4200.00;"C"
5589;3005;980605 00:00:00;390000;48;8125.00;"C"
6746;8639;980606 00:00:00;185640;60;3094.00;"C"
6790;8919;980608 00:00:00;76104;24;3171.00;"C"
6857;9159;980608 00:00:00;69600;48;1450.00;"C"
6450;7099;980610 00:00:00;234336;48;4882.00;"C"
7221;10915;980611 00:00:00;152460;60;2541.00;"C"
5527;2728;980615 00:00:00;156420;60;2607.00;"C"
5620;3161;980616 00:00:00;30012;12;2501.00;"C"
6215;5944;980618 00:00:00;78720;48;1640.00;"C"
7167;10644;980618 00:00:00;269964;36;7499.00;"C"
5823;4144;980621 00:00:00;212976;36;5916.00;"C"
6207;5912;980623 00:00:00;184620;60;3077.00;"C"
6932;9491;980625 00:00:00;225504;48;4698.00;"C"
5669;3403;980627 00:00:00;71820;36;1995.00;"C"
5154;993;980701 00:00:00;108720;60;1812.00;"C"
7168;10645;980705 00:00:00;208332;36;5787.00;"C"
5585;2988;980708 00:00:00;88608;12;7384.00;"C"
7200;10799;980711 00:00:00;31140;60;519.00;"C"
6539;7559;980711 00:00:00;12792;12;1066.00;"C"
5774;3916;980712 00:00:00;96984;36;2694.00;"C"
6357;6706;980712 00:00:00;64860;60;1081.00;"C"
5042;330;980712 00:00:00;331584;48;6908.00;"C"
5015;226;980712 00:00:00;109344;12;9112.00;"C"
5354;2000;980714 00:00:00;290820;60;4847.00;"C"
6054;5180;980716 00:00:00;58764;12;4897.00;"C"
7295;11328;980718 00:00:00;280440;60;4674.00;"C"
5365;2055;980719 00:00:00;271260;60;4521.00;"C"
6755;8713;980724 00:00:00;170700;60;2845.00;"C"
5991;4858;980727 00:00:00;335184;48;6983.00;"D"
7035;10005;980729 00:00:00;210744;36;5854.00;"C"
5893;4467;980803 00:00:00;86184;36;2394.00;"C"
7164;10613;980815 00:00:00;249792;48;5204.00;"C"
5304;1718;980820 00:00:00;172272;24;7178.00;"C"
5561;2910;980829 00:00:00;437460;60;7291.00;"C"
5520;2699;980830 00:00:00;231168;48;4816.00;"C"
5241;1389;980902 00:00:00;125472;24;5228.00;"C"
7096;10257;980902 00:00:00;37812;12;3151.00;"C"
6078;5283;980909 00:00:00;170832;48;3559.00;"C"
5046;349;980909 00:00:00;42816;12;3568.00;"C"
5334;1876;980910 00:00:00;209040;24;8710.00;"C"
6969;9673;980912 00:00:00;88200;36;2450.00;"C"
6821;9037;980915 00:00:00;321936;48;6707.00;"C"
5760;3862;980918 00:00:00;74916;36;2081.00;"C"
5614;3137;980921 00:00:00;253560;60;4226.00;"C"
7091;10243;980922 00:00:00;113436;36;3151.00;"C"
5698;3556;980922 00:00:00;174840;60;2914.00;"C"
5169;1068;980924 00:00:00;253200;60;4220.00;"C"
7294;11327;980927 00:00:00;39168;24;1632.00;"C"
5318;1808;980930 00:00:00;385584;48;8033.00;"C"
5368;2073;981005 00:00:00;44640;24;1860.00;"C"
6923;9433;981005 00:00:00;44640;24;1860.00;"C"
5463;2413;981006 00:00:00;17952;12;1496.00;"C"
5265;1498;981007 00:00:00;165780;60;2763.00;"C"
6321;6505;981008 00:00:00;38496;12;3208.00;"C"
5226;1318;981011 00:00:00;185544;36;5154.00;"C"
6868;9208;981012 00:00:00;82128;24;3422.00;"C"
4967;37;981014 00:00:00;318480;60;5308.00;"D"
5293;1656;981029 00:00:00;189792;48;3954.00;"C"
5865;4354;981030 00:00:00;327660;60;5461.00;"C"
5841;4268;981104 00:00:00;41988;12;3499.00;"C"
5526;2725;981108 00:00:00;69624;36;1934.00;"C"
6852;9140;981110 00:00:00;16032;48;334.00;"C"
6469;7180;981117 00:00:00;99744;24;4156.00;"C"
6168;5698;981121 00:00:00;99216;36;2756.00;"C"
7292;11317;981122 00:00:00;317460;60;5291.00;"C"
5036;309;981125 00:00:00;91248;48;1901.00;"C"
5644;3293;981127 00:00:00;276084;36;7669.00;"C"
6856;9156;981201 00:00:00;163332;36;4537.00;"C"
5428;2262;981202 00:00:00;230220;36;6395.00;"C"
5027;276;981202 00:00:00;160920;36;4470.00;"C"
4989;105;981205 00:00:00;352704;48;7348.00;"C"
5221;1284;981205 00:00:00;52512;12;4376.00;"C"
6402;6922;981206 00:00:00;139488;24;5812.00;"C"
5346;1928;981206 00:00:00;55632;24;2318.00;"C"
6748;8645;981208 00:00:00;240900;60;4015.00;"C"
